region,count
0,42956638
2403,20028
1217,3041
1221,11395
1407,10481
2425,692
1289,2204
1295,6020
1283,5467
1605,14688
1431,1069
1835,1
759,90291
781,12781
585,150
587,3816
1609,87
1613,9266
1645,72923
1733,2934
1653,14357
2405,1780
1771,55
1147,221074
1143,5295
589,12634
833,319885
591,1220
1115,13752
761,33500
2217,56872
1299,24848
2319,48
2461,6
1767,2658
2007,476
1977,91
1151,173918
2213,13965
1291,991
1243,96
1357,175
834,228437
576,1510
574,511
1120,17149
580,11870
2390,126
578,5210
1112,1957
1008,758
760,165880
916,306228
1012,8782
2388,32987
900,1137
1090,5917
1072,34947
1034,2076
562,177
564,50
2178,224
1124,3851
2482,2556
1122,4130
2492,26301
1148,241401
1222,21082
1884,202
1872,947
586,139
588,587
590,16177
592,7859
1886,677
1144,12226
1218,2355
1196,1395
1198,6748
1228,385024
1224,3190
2404,15973
1202,21684
2522,1536
2236,545
2204,5509
1646,122948
936,58908
2,10356
2406,16605
910,3954
952,3265
954,13743
2588,796
2505,171
1385,4
1441,15
1389,915
1866,2
1827,502
1768,977
1585,424
1586,49
799,441
1235,2
1391,4
1379,1471
1381,3294
1743,19
1757,5
1649,4
1755,11
2463,2
1851,521
1871,149
2604,20
2242,9
1993,390
1297,108
1647,41
1863,478
2223,201
2214,28778
762,39219
1606,8373
1432,2283
1614,18788
1734,1903
782,64033
2218,7652
1152,32582
2282,972
1978,1062
1910,8
915,408076
1011,13682
1007,2924
2491,32789
2387,43878
1089,13804
219,178
239,9598
237,1084
579,7585
731,23379
755,2172
753,1140
1123,3852
2481,774
1119,18416
2587,692
217,78
203,831
209,5403
205,2134
235,80
233,469
751,1472
729,3222
727,910
725,400
739,354
993,943
741,132
231,51
950,57644
1108,1952
1030,1639
1026,2197
566,4015
568,44590
1116,47050
1128,4409
1194,2223
926,8405
2378,252
1020,1872
1018,375
241,1801
581,462
223,64
935,7968
925,1859
1071,22699
909,7220
1033,11549
1029,6490
567,18782
565,4030
225,37607
227,16343
577,7751
749,29
737,57
1408,8305
1292,10
1958,86
2008,142
2224,166
1244,122
2486,1134
2572,658
1590,495
1610,1
1648,6
1284,4491
1382,17
1358,7
1380,2
2506,523
1388,59
1390,70
1984,1
2320,21
1180,105
1974,161
1890,780
2314,2
1602,1439
1772,1390
2360,532
1836,129
1846,17
1914,5
2235,3536
2203,8611
2177,106
2029,10
2377,676
2359,154
949,38059
1,16650
953,15228
951,4963
1063,38812
1047,33367
2016,2
1948,982
1756,180
1750,27
1752,2
1650,1
2464,2
1236,16
1488,1
2504,1
1442,28
1392,1
1308,11
800,270
2594,953
2030,129
2186,6
1002,1338
994,2215
1883,186
1885,858
2361,83
2593,1094
2605,153
561,19
563,53
1779,2
1223,3081
1387,1233
2571,7
1355,2
1301,8
2559,268
1177,766
1179,9
1947,24
1889,1
1891,2
2015,2
569,554
2519,723
1025,2072
1019,5408
1017,410
654,790
402,1
1227,109857
1153,7117
1229,2524
1589,168
1201,2341
1121,822
1111,1071
2485,291
1107,1553
1139,493
1193,1343
1195,2487
1127,5542
1197,3949
1199,1034
1137,396
1129,1281
865,1544
2389,159
899,3005
1188,2326
878,3659
1154,5391
1230,11877
1986,2
1576,31
1604,16
1552,6
1564,21
1516,32
1598,7
1828,261
1826,40
2402,2
1156,867712
1136,1471
1200,650
1140,821
1138,248
811,16759
1237,132
1515,10
1575,1
1479,5
1563,24
1553,5
2023,3
2275,8
1825,67
1837,123
2521,101
1187,1039
1490,53
812,10966
2276,27
1001,619
1591,307
1155,967088
866,754
1132,603
1976,7
1504,6
1838,8
1238,150
1597,39
2358,248
2462,24
1812,6
1936,61
2393,50446
2433,54678
733,5404
757,1202
743,279
745,821
2435,9482
311,2631
309,1826
313,1218
211,26330
213,5028
2397,11636
2379,5231
2399,10571
149,18421
151,9735
207,1607
147,1830
1351,374
1359,14
1363,84
2349,7
1781,21
2011,120
2201,3
2009,43
779,762
777,58
2219,130
775,857
519,1300
547,1523
549,1377
521,1091
551,777
523,989
553,10
1181,121
1239,41
501,414
539,253
499,38
2603,58
2125,53
1677,28
1681,3
1371,29
2573,1
2117,477
537,292
1339,10427
1341,1088
1635,1
1365,1463
525,34
527,36
2385,35
2197,2
39,1546
41,5539
43,1916
153,9425
155,14529
157,855
1415,283
2495,722
2241,1
1817,103
2041,4
2126,332
2209,10
532,95
531,664
494,18
493,9
497,1
821,366
1369,3
1296,9827
1290,2
1300,25163
1340,143
2520,188
2426,651
524,173
522,96
526,1
1736,2
1782,68
2356,1
1654,160
2012,40
305,99
303,103
307,455
2161,405
2199,3
45,1529
1321,1649
1319,317
1329,2595
1413,1837
1411,39
1331,139
1323,291
1327,400
2436,6478
1422,44
1416,334
1414,7
1724,45
1324,1972
1314,557
1406,1227
46,12863
570,3079
2386,300
48,62
226,26630
2392,1044
2380,6603
2198,2
2606,40
1322,62
2086,593
2362,15
1064,31423
1048,3406
224,1436
210,13961
212,25442
228,8909
214,4916
2398,21596
238,3795
240,888
242,219
2496,1521
148,1399
150,6180
220,1336
2162,1323
752,1059
738,221
750,267
740,1439
234,3039
232,258
726,1334
754,1622
728,1884
2006,61
1652,1
778,166
780,19
1352,341
2350,24
204,1337
206,9975
208,4144
746,28
744,43
758,214
742,115
236,694
730,4563
732,7112
756,600
1182,179
1240,223
2574,5
500,454
822,25
1178,393
1372,310
548,362
550,295
552,149
536,330
538,426
540,10
498,82
1400,92
1402,209
2010,3340
734,4324
2434,36724
222,569
218,50
2391,100
1705,1
1953,4
991,57
44,5354
156,6833
158,544
105,1734
107,4494
711,140
713,639
375,34869
709,37
373,17153
377,18625
379,47060
54,1271
42,3863
56,1405
676,5388
674,19459
672,24297
668,19936
1622,251
656,2646
1620,117
1670,205
1624,347
662,3023
664,458
2488,13563
2400,23461
608,1130
606,12664
2510,10483
2394,36362
678,165
58,1839
604,9839
182,22736
184,29870
52,681
1630,792
1632,1168
40,2743
164,632
134,643
136,685
168,3953
140,2638
138,141
186,3696
706,1435
704,1326
354,52
356,60
410,444
412,338
1056,15221
382,11657
384,859
2136,6
142,118
166,405
380,11612
660,5823
1110,579
383,5689
409,556
2487,2785
411,13
381,34994
407,1977
675,5319
661,9695
605,10983
673,25278
659,9057
671,22277
655,4443
603,11546
653,1278
601,3619
137,228
135,567
139,154
181,7009
179,2854
701,47623
699,4176
703,2947
351,8954
353,2734
2509,4265
133,407
667,4815
1623,852
1621,1535
1619,437
1669,796
51,543
53,1327
457,1102
55,1156
459,1205
1667,1636
1629,22
2085,861
677,337
161,2137
163,4591
165,4687
167,6890
705,52
460,731
1668,298
106,6436
108,6140
110,4961
112,10569
116,1402
114,9111
342,114
340,517
718,10338
716,8027
714,25
338,136
720,1486
426,732
368,314
370,56
336,42
366,258
424,1367
364,541
376,21572
362,607
378,7786
374,5460
394,949
1628,235
702,90
332,4
334,58
360,55
57,1452
663,48
1631,7
461,466
109,11043
715,13931
111,21048
717,12594
697,53
191,7043
189,3301
607,62
355,2
1678,26
458,1059
456,22
194,294
196,1698
170,8424
198,3928
162,146
190,425
192,464
889,160
855,219
847,25
1135,1609
1131,88
97,2156
99,9963
193,712
113,18725
115,2584
339,11584
255,1465
337,11322
341,1887
257,313
369,2400
367,7096
195,1764
197,122
95,3693
395,4676
1109,28212
393,4449
2229,3869
1055,26612
2285,46
169,795
199,9
1337,1542
92,3229
94,8719
96,7376
436,1441
430,63
252,659
254,5501
250,394
282,5168
284,11473
286,3664
98,4844
300,1438
298,8995
312,7111
296,4631
438,888
434,393
432,1111
91,181
93,1676
289,15
295,685
293,85
291,278
333,167
421,1055
419,442
417,247
363,631
435,1492
361,538
431,664
415,4
389,848
387,15
251,299
253,1028
249,1355
247,499
280,319
278,866
276,47
310,1302
292,338
724,261
152,4619
154,5558
100,4647
440,112
256,6507
258,1381
2154,127
365,1505
423,565
425,109
439,67
437,931
397,36
391,482
433,85
297,6068
1344,20
1320,673
1330,2501
2146,400
1328,1669
1332,256
2230,271
1693,43
2599,1259
1691,509
469,1380
475,10
471,1076
467,681
983,417
981,41
1663,84
479,477
483,97
473,143
2493,55
47,185
1690,1503
1694,143
172,189
102,391
200,111
474,207
472,737
1426,890
2576,11
1698,9
1692,494
1700,8
1664,48
1666,6
480,14
18,120
20,2
484,24
464,149
462,25
2060,1059
468,771
470,1296
984,133
2494,54
2600,2080
1696,11
982,14
2232,2
1699,2
2093,1045
2059,3
2170,17
2005,176
1707,2
1401,9
1399,50
1403,36
582,114
1994,1
1397,38
1361,2
1395,1
1823,6
1818,1
1386,11
1840,30
2014,7
2220,15
520,9
535,19
992,164
1313,3
1421,6
723,387
1309,1
2169,100
1894,1062
1303,1269
1405,433
1689,338
2017,236
1824,2
1356,26
1364,20
2118,120
1708,2
1370,1
