region,count
0,398592
833,71241
889,159
865,76
2217,567
1977,10432
1973,1010
1809,76
1827,1368
1811,1668
1937,2
1957,7378
1961,477
1155,88624
1807,223
1767,7153
1895,109
2259,248
1779,499
1871,3068
1913,204
1143,83987
759,76006
855,383
1911,1521
1978,15766
1914,3808
1912,7823
1910,3398
2462,3567
1936,2379
1872,8435
2260,748
1986,1306
2275,157
1951,1901
1909,1091
2415,262
1958,18928
1974,2486
1768,9696
2276,66
1808,311
1810,279
1812,1200
1828,686
1962,2
2319,7665
1975,520
1991,88
2015,1637
1896,23
1952,1470
1976,238
1998,3
1944,342
2461,1066
1935,874
1227,166321
2320,24249
1970,461
2016,3954
1948,3277
1898,23864
2416,130
1897,4427
2460,393
2028,2
2242,120
2023,116
2024,70
2271,9
2261,215
2281,8349
1771,4763
1835,1338
1735,12028
1613,99904
1781,31156
1839,315
1783,267
2007,3980
1645,84259
1863,1003
2213,36521
761,182553
1283,11288
1605,55578
2443,3231
1601,4104
1291,34418
1431,45920
1595,874
1609,10923
1733,35788
1151,330385
2223,5847
1147,530958
781,122938
1119,18172
1407,29412
1217,35790
2403,71425
1289,10964
2425,1157
1295,6959
1223,9229
1299,1014
2011,166
2005,28
2017,12
2197,86
2029,2848
1883,66
2605,50
2593,1573
2125,133
2377,1141
2485,9528
1221,66020
2169,18
762,177174
760,76994
782,90460
799,2722
800,5355
812,12328
811,28439
1389,7703
1441,1186
2599,1670
1442,3486
1565,1512
1432,42930
1566,4537
1381,22810
1379,27932
1465,1866
1466,3054
1585,3214
2600,1322
1284,19232
1586,3854
2214,59839
1743,4
1740,1249
1755,10
1753,28
1744,6
1739,473
1649,22
1746,4
1748,44
1747,1
1742,2
1851,735
1852,409
2117,98
1144,166884
1177,4990
1238,1138
1237,2086
1236,2530
1235,1314
1179,3209
1471,816
1541,87
1542,160
1614,142127
1757,1
1502,215
1501,154
2604,1173
2603,348
2594,4780
1866,79
1865,35
1653,186020
2241,237
1823,151
1861,10
1862,19
1821,5
1824,441
1589,52107
1243,18386
2571,909
1727,2502
1647,25931
2239,746
1651,653
2009,171
2201,26
1841,328
585,56
587,4343
2361,38
2199,7
2357,1415
2359,538
2203,7651
2405,3649
2491,2118
935,7017
1,2652
949,8209
2161,11
589,7092
591,453
2387,8906
1111,9118
1122,5869
834,42656
900,38
1008,3319
1002,4011
1018,24
1148,724464
1200,4081
2388,14234
1112,6030
1154,48985
1128,17423
2482,767
1194,35100
1138,1513
936,5959
1130,121
1140,18
916,19114
1090,1374
1108,26
1026,615
1030,1039
2186,138
2378,3886
2178,20
1198,64777
1648,36357
1650,33
1750,6
1864,1118
2224,11867
1870,14
2008,7063
1152,457870
1178,4807
1180,2211
1244,16446
1472,1317
1496,1303
2126,113
2486,38953
1278,62
2506,1767
1382,18637
1606,75470
1598,3431
1516,3096
1292,16614
1380,2633
2560,1937
1480,3230
1590,81917
2558,39
2526,8
2,2458
2362,92
1884,581
2606,105
2170,2237
950,4065
2360,737
2282,9062
1772,3736
2254,4
1780,1149
2358,4918
1784,662
2272,228
2006,448
1202,9832
1228,227362
1218,43627
1222,115672
1224,40308
2522,485
2236,5761
2218,291
1120,24122
2010,624
2012,79
2280,1
2014,9
2404,64841
1602,11088
2492,2306
2406,3824
1646,115028
2204,8945
2532,33
2030,4927
1842,446
1840,865
1846,358
1836,2693
1848,291
1007,60
1001,38
217,15
219,114
221,93
575,67
223,237
233,18
235,9
