region,count
0,18864186
91,1
239,5
731,3
2387,40
217,58
203,3
2177,568
207,5
151,2
147,1
577,6
575,2
900,6
1090,14
834,623
1122,203
1128,328
1130,6
98,26
422,1
360,2
152,38
212,21
210,29
154,21
1112,44
760,2163
1120,113
2482,161
1124,18
1194,410
916,589
2146,30
1148,5623
936,1573
2388,77
1116,57
580,40
1034,34
1030,10
950,201
1144,3035
1048,84
2434,37
214,2
2398,76
40,10
224,20
564,19
226,24
240,89
242,6
2492,86
926,27
1072,34
96,2
110,3
949,134
2,296
910,17
935,164
1,265
2600,168
909,67
2599,92
981,13
2593,39
2594,393
915,226
2509,25
2510,56
2397,74
2399,47
668,130
672,116
1181,186
1176,88
1182,231
1240,130
2493,9
1239,62
2512,10
762,46765
2214,3147
2213,5337
759,1282
761,101066
2392,34
1143,1699
1177,1190
531,102
532,255
535,94
494,153
493,12
822,354
498,3
821,98
1624,110
1622,222
2400,96
671,240
667,15
484,15
480,14
456,38
458,60
460,44
54,154
660,7
486,15
455,36
470,23
468,13
1535,3
1851,422
1767,205
1852,204
1837,58
1575,94
1479,104
1431,1174
548,68
800,230
984,12
1184,8
1178,1268
1236,733
1235,693
982,1
2576,1
1670,43
1669,28
1619,8
1623,1
1620,56
1426,42
2117,322
2377,973
1585,130
1613,439
1586,381
2561,8
1614,545
1653,350
1761,1
2459,11
2351,5
2352,15
1389,78
1391,10
1381,7
1390,134
1283,54
1307,2
1237,673
1238,1267
1218,412
1489,1149
1478,131
1477,126
1432,1477
1487,3
1488,12
1490,699
1471,33
1502,21
1501,2
1553,272
1441,67
1442,83
1823,5
1677,227
1764,15
1859,45
1817,2
2109,47
2101,26
2110,258
1227,1462
2093,39
1681,9
1707,58
1760,2
1711,2
2241,2
1759,3
1713,1
2378,1194
1683,15
1379,16
1395,4
1398,10
1396,1
1370,8
1311,2
2223,852
2224,433
2102,70
1763,11
1678,183
1679,1
2244,25
2243,21
1695,26
1641,29
2505,76
1371,244
1369,3
1386,37
782,2096
812,465
781,3277
799,384
1387,31
1388,54
1372,94
2060,7
2085,109
674,239
2209,11
472,30
538,266
500,12
1541,112
1531,6
1539,20
1743,112
1744,114
1757,15
1755,23
1749,3
1751,3
1745,5
1554,216
1503,6
1465,40
1827,46
1748,6
2118,732
1862,1
479,16
467,26
536,62
811,284
1312,3
2203,133
1385,9
1397,6
1362,3
1403,7
1685,1
2601,5
1151,3997
1179,1027
2059,23
2086,62
1665,32
1667,20
2231,3
2232,14
1663,32
1668,42
1951,7
1897,10
1721,8
1824,19
1565,8
1739,28
1491,3
2573,12
1515,276
2125,22
2126,362
750,6
992,10
232,38
1008,1
1002,1
1012,1
576,1
566,27
758,1
434,2
208,6
220,2
833,155
1063,66
2185,129
373,2
715,1
379,21
377,1
113,1
2393,18
153,2
695,4
39,13
563,81
561,32
565,105
567,64
1147,1065
1127,246
1025,1
2587,246
585,4
1115,5
2153,64
1017,4
2135,129
587,3
41,132
149,2
43,136
223,30
1071,9
1123,1
225,47
