file,compare,region,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension
./adapt_box/18453/18453_5535_x29214_y5045.swc,manual,VISrl2/3,7067,12.5664,5,42,87,46,1020.8,1021.18,272.728,1.99972,17869.2,112275,56137.7,654.594,2518.83,9,0.9107,80.2184,1,84.1724,82.1035,1.14367
./adapt_box/18453/18453_5535_x29214_y5045.swc,recons,VISrl2/3,454,615.752,3,34,69,36,1022,1022,273.7,4.14097,7959.51,97918.2,130372,715.08,842.993,9,0.946507,5.56522,0.930311,59.9976,63.771,1.25182
./adapt_box/18453/18453_6748_x28152_y3578.swc,manual,VISp2/3,6086,12.5664,7,55,115,61,987.812,707.725,291.388,1.99967,14638.8,91978.3,45989.2,554.602,1362.6,11,0.905301,51.913,1,78.0917,78.1223,1.16734
./adapt_box/18453/18453_6748_x28152_y3578.swc,recons,VISp2/3,730,804.248,4,59,120,62,988.262,709.12,413.74,3.67534,12579.2,134926,159311,554.876,978.989,12,0.949101,5.075,0.911521,65.9444,69.7251,1.2966
./adapt_box/18453/18453_6477_x30376_y5078.swc,manual,VISp2/3,16125,12.5664,8,100,206,107,1015.43,929.344,500.048,1.99988,42481.2,266918,133459,705.603,1836.03,11,0.891782,77.2718,1,75.2121,73.6713,1.10614
./adapt_box/18453/18453_6477_x30376_y5078.swc,recons,VISp2/3,698,314.159,3,51,104,54,1015.46,929.62,500.54,3.52636,12213.8,128545,147097,684.555,858.645,14,0.933565,5.70192,1.01886,66.4367,64.7902,1.31394
./adapt_box/18453/18453_7223_x30215_y5120.swc,manual,VISp1,12072,12.5664,7,97,199,103,1004.9,1013.35,431.38,1.99983,29058.8,182582,91290.9,697.063,1580.5,10,0.897282,59.6583,1,77.1167,80.9252,1.20367
./adapt_box/18453/18453_7223_x30215_y5120.swc,recons,VISp1,951,804.248,3,68,137,70,1005.92,1013.88,431.78,3.31756,16468.5,159350,173746,661.689,984.745,13,0.920463,5.93431,0.832224,60.8534,67.0522,1.33407
./adapt_box/18453/18453_5325_x32314_y8395.swc,manual,SSs4,7053,12.5664,5,48,99,52,610.336,1001.18,235.48,1.99972,17558.3,110322,55161.2,599.392,1385,8,0.885991,70.2323,1,87.7454,70.813,1.11783
./adapt_box/18453/18453_5325_x32314_y8395.swc,recons,SSs4,597,804.248,4,43,88,46,610.779,1002.86,236,4.10854,10261.7,122434,158399,536.507,803.504,10,0.917596,5.77273,1.00152,55.039,55.0301,1.28338
./adapt_box/18453/18453_7132_x31679_y7308.swc,manual,VISpl4,9905,12.5664,10,58,124,67,911.928,865.184,422.992,1.9998,23811.9,149615,74807.3,674.722,1973.38,11,0.872123,78.871,1,79.6709,77.843,1.16628
./adapt_box/18453/18453_7132_x31679_y7308.swc,recons,VISpl4,992,804.248,7,64,133,70,1022,866,424,3.54073,17383,183455,208347,624.518,1068.04,10,0.922249,6.45113,0.808497,64.4588,79.5612,1.41443
./adapt_box/18453/18453_7455_x32866_y9412.swc,manual,VISpor1,7061,12.5664,7,55,115,61,568.77,1011.8,372.568,1.99972,18048,113399,56699.6,595.252,1315.13,10,0.884573,60.3913,1,67.9174,76.9627,1.36205
./adapt_box/18453/18453_7455_x32866_y9412.swc,recons,VISpor1,461,452.389,2,32,65,34,569.059,1013.42,386,4.10542,8100.71,95114.8,133907,619.837,1099.25,10,0.921042,6.07692,0.910716,59.758,62.4446,1.33563
./adapt_box/18453/18453_6229_x34471_y10482.swc,manual,AUDp1,11953,12.5664,10,88,184,97,959.266,837.228,215.796,1.99983,27447,172455,86227.3,652.157,1721.67,12,0.901851,63.9565,1,82.4569,73.7611,1.11664
./adapt_box/18453/18453_6229_x34471_y10482.swc,recons,AUDp1,574,113.097,4,47,96,50,960,838,216,2.99721,10065.9,88142,81385,586.026,663.199,11,0.944317,4.96875,0.991381,57.871,56.1957,1.40392
./adapt_box/18453/18453_4283_x7543_y12923.swc,manual,GU6a,9462,12.5664,8,68,142,75,727.499,883.52,509.45,1.99979,20975,131790,65894.8,701.764,1739.56,11,0.887453,65.6268,1,81.9148,79.0846,1.06867
./adapt_box/18453/18453_4283_x7543_y12923.swc,recons,GU6a,794,452.389,4,61,125,65,728,884,510,4.46348,13599.6,172898,257275,707.279,890.303,11,0.934093,5.344,0.986887,50.0054,58.3724,1.33236
./adapt_box/18453/18453_3766_x16118_y20931.swc,manual,OT,4243,12.5664,4,36,74,39,638.191,755.105,235.456,1.99953,10112.1,63536.4,31768.2,623.297,975.259,6,0.873287,56.3243,1,70.0622,72.0545,1.09448
./adapt_box/18453/18453_3766_x16118_y20931.swc,recons,OT,459,113.097,3,32,66,35,642,792.68,248.18,3.5512,8082.12,88163.2,92286.6,629.392,1071.56,9,0.928772,5.93939,0.974495,72.146,75.5792,1.27565
./adapt_box/18453/18453_3796_x16246_y20830.swc,manual,OT,4511,12.5664,4,34,70,37,621.088,846.299,238.164,1.99956,9997.46,62815.9,31407.9,686.001,1006.47,7,0.876487,63.4286,1,88.4469,78.6842,1.09611
./adapt_box/18453/18453_3796_x16246_y20830.swc,recons,OT,491,201.062,2,40,81,42,631.14,868,241.44,4.41711,8440.18,112954,150527,704.732,828.256,10,0.939545,5.04938,0.937963,60.0441,66.7412,1.25099
./adapt_box/18453/18453_3935_x22928_y21885.swc,manual,OT,4610,12.5664,6,29,62,34,658.895,972.801,270.992,1.99957,10401.2,65352.6,32676.3,537.522,760.826,8,0.875695,73.3387,1,84.389,54.5021,1.10636
./adapt_box/18453/18453_3935_x22928_y21885.swc,recons,OT,523,1017.88,4,34,71,38,660.139,986.959,331.36,4.84359,9206.54,135265,189295,537.497,575.218,8,0.95311,6.35211,0.93948,55.8316,52.7223,1.31648
./adapt_box/18453/18453_5436_x32746_y12751.swc,manual,AUDv5,4331,12.5664,6,36,76,41,748.207,761.248,213.752,1.99954,10474.3,65811.7,32905.9,626.339,1344.36,7,0.873976,55.9737,1,71.6575,73.4542,1.48349
./adapt_box/18453/18453_5436_x32746_y12751.swc,recons,AUDv5,351,201.062,3,29,60,32,755.941,764,214,4.44957,6113,80191.4,112029,495.726,795.039,8,0.924444,4.83333,0.865056,56.3139,56.6492,1.22089
./adapt_box/18453/18453_5862_x33046_y12305.swc,manual,AUDv5,5951,12.5664,6,47,98,52,899.711,856.398,371.76,1.99966,14569.7,91544.3,45772.2,715.144,1438.46,13,0.906419,59.7143,1,65.4069,63.1953,1.22595
./adapt_box/18453/18453_5862_x33046_y12305.swc,recons,AUDv5,446,804.248,4,30,62,33,902.002,856.48,372,4.82018,7941.73,114675,182227,598.805,875.233,9,0.941613,6.17742,0.974418,52.0895,60.1021,1.10553
./adapt_box/18454/18454_00004.swc,manual,,7496,12.5664,5,62,127,66,860.864,760.641,221.369,1.99973,16038.7,100774,50386.9,590.524,1309.88,9,0.88677,58.0157,1,65.8152,66.4286,1.11952
./adapt_box/18454/18454_00004.swc,recons,,680,1520.53,4,55,112,58,863.96,762.641,222,5.74676,11713.3,205079,344080,604.131,790.426,7,0.932599,5.0625,0.992576,43.4983,49.4572,1.37676
./adapt_box/18454/18454_00010.swc,manual,CP,6027,12.5664,4,55,112,58,1011.94,610.894,145.76,1.99967,14440.6,90732.9,45366.5,553.943,1917.39,12,0.889355,52.8036,1,69.3657,82.7913,1.11044
./adapt_box/18454/18454_00010.swc,recons,CP,376,1520.53,4,26,54,29,1015.32,611.6,146,4.69681,6599.85,91189.6,128968,556.465,652.914,7,0.941496,5.94444,1.0816,41.009,49.3719,1.20982
./adapt_box/18454/18454_00011.swc,manual,CP,4206,12.5664,6,36,76,41,877.038,509.344,329.825,1.99952,10975,68957.7,34478.9,570.01,1386.94,8,0.866562,54.3289,1,71.1302,73.1225,1.15296
./adapt_box/18454/18454_00011.swc,recons,CP,387,615.752,4,24,50,27,878,510,330,3.70749,6876.02,75967.4,89745.4,571.543,757.822,7,0.912417,6.72,0.96381,55.7677,68.6962,1.34872
./adapt_box/18454/18454_00014.swc,manual,SSp-m6b,7136,12.5664,7,65,135,71,733.216,823.775,245.244,1.99972,16614.8,104394,52197,567.964,1060.3,8,0.891379,51.8519,1,62.0758,66.2397,1.12818
./adapt_box/18454/18454_00014.swc,recons,SSp-m6b,518,804.248,4,39,80,42,734.061,825.521,250,5.57683,9087.01,152309,243529,562.868,723.404,8,0.932179,5.4625,0.970282,39.8457,45.9588,1.29712
./adapt_box/18454/18454_00015.swc,manual,CP,8603,12.5664,4,66,134,69,717.568,879.801,473.464,1.99977,19816.9,124513,62256.6,655.281,2233.32,11,0.891456,63.194,1,66.7337,78.7079,1.16379
./adapt_box/18454/18454_00015.swc,recons,CP,601,2827.43,3,40,81,42,718,880,510,4.07787,10460.3,124433,164358,662.474,1471.23,11,0.910576,6.40741,0.996626,49.5839,66.8564,1.19159
./adapt_box/18454/18454_00016.swc,manual,CLA,8955,12.5664,7,51,107,57,1021.22,1021.7,269.824,1.99978,23391.4,146973,73486.3,708.861,1902.1,14,0.84773,82.6822,1,77.3875,93.4094,1.08694
./adapt_box/18454/18454_00016.swc,recons,CLA,620,1809.56,4,30,62,33,1022,1022,269.9,3.21194,11040.9,104878,113459,696.17,1417.92,12,0.891875,8.98387,0.928441,60.4304,71.4573,1.21832
./adapt_box/18454/18454_00020.swc,manual,CP,6863,12.5664,5,41,85,45,894.819,827.64,290.896,1.99971,17039.4,107062,53531,647.554,1625.59,11,0.828975,79.7294,1,66.2432,90.8212,1.15567
./adapt_box/18454/18454_00020.swc,recons,CP,407,804.248,3,21,43,23,896,828,292,4.14005,7142.39,87909.5,118902,719.372,880.092,7,0.900016,8.44186,0.95137,54.6849,70.778,1.17158
./adapt_box/18454/18454_00022.swc,manual,CP,7778,12.5664,3,41,83,43,1021.14,944.479,429.887,1.99974,17857.2,112200,56099.9,702.373,2369.75,13,0.867625,92.6988,1,69.6404,77.6565,1.06012
./adapt_box/18454/18454_00022.swc,recons,CP,607,1520.53,5,30,63,34,1022,946,430.1,3.47578,10800.4,110964,131784,705.368,1342.1,10,0.89666,8.61905,0.837525,42.878,58.7389,1.19577
./adapt_box/18454/18454_00027.swc,manual,CP,8671,12.5664,3,55,111,57,949.205,1021.72,211.5,1.99977,18182.3,114243,57121.4,709.359,1637.14,11,0.860436,77.1081,1,74.2323,87.0843,1.13551
./adapt_box/18454/18454_00027.swc,recons,CP,550,1017.88,2,27,55,29,954.4,1022,212,3.78291,9881.35,112833,139507,672.301,1525.66,11,0.888021,8.98182,0.834487,56.5402,67.0022,1.18627
./adapt_box/18454/18454_00029.swc,manual,MOp6a,6929,12.5664,5,53,109,57,671.108,1020.24,320.151,1.99971,15022.2,94387.6,47193.8,591.029,1486.21,12,0.872951,62.5596,1,87.3213,81.7437,1.16534
./adapt_box/18454/18454_00029.swc,recons,MOp6a,367,615.752,3,26,55,30,672.44,1022,347.32,4.92262,6406.52,96618.2,143416,602.73,811.682,8,0.91908,5.65455,1.0412,60.2786,62.6256,1.1996
./adapt_box/18454/18454_00039.swc,manual,CP,2888,12.5664,8,17,40,24,654.464,732.031,176.824,1.99931,6931.68,43553,21776.5,440.377,532.906,6,0.875748,71.175,1,60.9275,70.6037,1.07372
./adapt_box/18454/18454_00039.swc,recons,CP,348,615.752,2,20,42,23,654.881,748,177.26,5.0431,6006.91,90394.5,127607,442,535.14,7,0.927948,7.2619,0.938152,41.8543,68.9208,1.24517
./adapt_box/18454/18454_00046.swc,manual,VPM,6001,12.5664,8,41,88,48,944.832,649.79,220.647,1.99967,14009.3,88023.1,44011.5,556.576,620.542,6,0.918713,67.1818,1,61.7742,47.4619,1.12739
./adapt_box/18454/18454_00046.swc,recons,VPM,654,1256.64,4,51,105,55,961.359,652,225.82,3.48165,11446.1,114952,139716,579.143,624.216,8,0.9411,5.21905,0.85113,54.8043,48.8738,1.42345
./adapt_box/18454/18454_00048.swc,manual,PO,9893,12.5664,10,76,160,85,923.009,734.815,300.832,1.9998,23753.4,149247,74623.5,551.007,864.799,12,0.925578,60.825,1,66.4332,50.6597,1.16722
./adapt_box/18454/18454_00048.swc,recons,PO,1123,2123.72,6,80,165,86,984.24,744,302.06,2.79804,19925.7,158782,160079,609.514,928.905,11,0.949404,5.8,0.833091,51.9188,47.0723,1.43356
./adapt_box/18454/18454_01014.swc,manual,VPM,7120,12.5664,9,47,101,55,916.415,881.792,206.016,1.99972,17697.9,111199,55599.7,672.286,746.804,7,0.935005,69.4851,1,57.1807,38.616,1.09567
./adapt_box/18454/18454_01014.swc,recons,VPM,944,2827.43,7,50,106,57,936.76,994,368.22,3.89343,17305.9,196634,257259,680.736,1349,9,0.93852,7.89623,0.840471,42.3105,35.4011,1.36911
./adapt_box/18454/18454_01015.swc,manual,VPM,5246,12.5664,10,40,88,49,843.243,561.485,297.704,1.99962,12943.8,81328.6,40664.3,550.221,665.619,7,0.901052,58.6023,1,60.7834,50.9352,1.13243
./adapt_box/18454/18454_01015.swc,recons,VPM,681,1809.56,6,54,112,59,878,562,298.74,4.17298,11753.2,139259,213852,563.411,678.471,8,0.922596,5.07143,0.89395,54.0441,54.5147,1.37794
./adapt_box/18454/18454_00053.swc,manual,PVT,8008,12.5664,5,76,155,80,1018.83,832.624,260.722,1.99975,17604.5,110612,55306.1,708.824,1051.44,10,0.919358,50.6581,1,82.6037,69.5645,1.21302
./adapt_box/18454/18454_00053.swc,recons,PVT,1068,804.248,3,80,164,85,1020,900,268,2.65337,18632.6,146416,130211,724.624,1042.33,20,0.929735,5.5061,0.917276,59.031,62.4259,1.49246
./adapt_box/18454/18454_00050.swc,manual,PVT,7668,12.5664,5,64,131,68,988.768,703.104,240.617,1.99974,17750.2,111528,55764,575.459,828.417,7,0.889216,57.5267,1,75.3339,66.318,1.10133
./adapt_box/18454/18454_00050.swc,recons,PVT,618,615.752,3,43,87,45,996,706,244,2.20453,11148.5,75835.4,49801.7,513.677,809.019,9,0.915735,6.09195,0.926388,60.943,63.3775,1.25749
./adapt_box/18454/18454_00051.swc,manual,VAL,16630,12.5664,6,107,218,112,1021.75,907.268,238.336,1.99988,32502.6,204220,102110,558.204,1073.98,19,0.920394,75.2798,1,67.8198,56.9929,1.25697
./adapt_box/18454/18454_00051.swc,recons,VAL,1449,3216.99,5,102,212,111,1022,907.86,242,3.51939,25903.1,262175,337419,555.374,767.126,11,0.943007,5.83019,0.873926,49.4195,45.9527,1.42816
./adapt_box/18454/18454_01131.swc,manual,RE,10595,12.5664,8,79,164,86,1018.05,774.465,254.56,1.99981,25998.4,163353,81676.4,602.408,666.074,11,0.913598,63.5976,1,63.7228,61.7644,1.24637
./adapt_box/18454/18454_01131.swc,recons,RE,1381,1809.56,7,120,248,129,1020,936,276,3.80666,23644.4,261665,331475,658.349,1043.72,22,0.94083,4.56452,0.878518,53.0114,53.3627,1.43954
./adapt_box/18454/18454_00054.swc,manual,SMT,13184,12.5664,9,85,177,93,1020.85,622.304,236.435,1.99985,26043.7,163637,81818.6,576.477,1010.29,12,0.906227,73.4802,1,60.2688,56.001,1.24829
./adapt_box/18454/18454_00054.swc,recons,SMT,1234,2123.72,7,86,177,92,1022,630,238,3.24959,21853,206223,223692,582.988,634.1,12,0.939337,5.9661,0.890194,47.7469,45.3362,1.52387
./adapt_box/18454/18454_00055.swc,manual,RE,10464,12.5664,9,73,153,81,885.775,793.601,223.51,1.99981,21226.6,133371,66685.3,603.902,652.961,9,0.925602,67.3856,1,67.4684,64.3535,1.13596
./adapt_box/18454/18454_00055.swc,recons,RE,1274,3631.68,7,102,212,111,914,796,224,4.25133,21971.8,282129,363791,612.311,1050.22,13,0.949885,5.00472,0.922707,51.3708,54.9607,1.57016
./adapt_box/18454/18454_00056.swc,manual,RE,4936,12.5664,6,42,88,47,851.328,591.584,196.816,1.99959,11621.5,73020,36510,504.463,587.782,8,0.937604,55.0795,1,78.3415,56.8223,1.10544
./adapt_box/18454/18454_00056.swc,recons,RE,549,1256.64,3,46,93,48,872,596,206,3.61603,9704.52,101664,118135,509.148,534.868,8,0.960269,4.89247,0.856946,49.7214,50.0771,1.23431
./adapt_box/18454/18454_00057.swc,manual,RH,4230,12.5664,8,46,98,53,770.111,541.952,235.52,1.99953,11284.8,70904.3,35452.2,524.065,603.698,7,0.90652,42.1531,1,72.5529,61.0766,1.1561
./adapt_box/18454/18454_00057.swc,recons,RH,733,1520.53,10,64,136,73,904,550,236,4.62674,12433.3,165424,233892,521.467,635.837,11,0.936931,4.38235,0.910078,57.5827,56.7308,1.39093
./adapt_box/18454/18454_01021.swc,manual,CA3,6501,12.5664,3,43,87,45,896.383,709.63,172.448,1.99969,13211.1,83007.9,41503.9,622.211,669.676,10,0.93411,73.7126,1,72.6333,56.349,1.19473
./adapt_box/18454/18454_01021.swc,recons,CA3,540,2463.01,3,30,61,32,1017.78,710.5,184,2.64407,9623.41,72826.3,65618.2,722.678,991.393,10,0.953829,7.83607,0.826596,56.6763,53.837,1.38155
./adapt_box/18454/18454_01022.swc,manual,LD,12861,12.5664,8,67,140,74,1021.44,909.542,261.2,1.99984,25710.8,161545,80772.7,641.92,822.342,9,0.905706,90.8571,1,51.1968,51.3895,1.21604
./adapt_box/18454/18454_01022.swc,recons,LD,1142,201.062,5,66,135,70,1022,910.319,278,2.41979,20650.1,149229,126961,624.483,778.741,9,0.939222,7.45185,0.985605,49.0199,45.5103,1.49905
./adapt_box/18454/18454_00059.swc,manual,LGd-ip,3763,12.5664,7,50,105,56,531.969,523.52,330.88,1.99947,9775.92,61423.9,30711.9,323.528,676.803,8,0.912003,34.8286,1,73.0008,64.2774,1.16368
./adapt_box/18454/18454_00059.swc,recons,LGd-ip,591,1256.64,7,46,97,52,1022,601.08,338,2.93706,10059.8,84751.9,84872.8,591.068,789.05,10,0.939522,5.08247,0.801375,58.1599,58.8796,1.28126
./adapt_box/18454/18454_00063.swc,manual,MGd,5296,12.5664,8,60,126,67,704.523,733.044,259.987,1.99962,12928.8,81234.1,40617,537.758,893.852,9,0.932066,41.0238,1,71.511,73.973,1.24346
./adapt_box/18454/18454_00063.swc,recons,MGd,647,1017.88,6,56,117,62,714,734,262,3.59227,11208.5,115769,136035,539.374,783.021,12,0.950964,4.52137,0.86821,55.5262,54.4215,1.43931
./adapt_box/18454/18454_00065.swc,manual,PO,11810,12.5664,5,79,161,83,918.853,951.72,267.784,1.99983,22539.9,141622,70811.1,567.437,1128.62,11,0.922091,72.3478,1,59.7972,58.5186,1.20373
./adapt_box/18454/18454_00065.swc,recons,PO,1114,1809.56,4,72,148,77,920,959.32,270,2.42531,20009.5,145226,110287,576.132,1082.97,12,0.956944,6.52027,0.872714,61.595,56.0703,1.53758
./adapt_box/18454/18454_01052.swc,manual,PO,8056,12.5664,8,58,122,65,834.24,749.601,200.612,1.99975,18310.3,115047,57523.6,507.914,545.976,10,0.920801,65.0246,1,60.6017,55.0794,1.14836
./adapt_box/18454/18454_01052.swc,recons,PO,788,2123.72,5,53,109,57,834.34,760,202,3.57234,13950.5,143929,177612,507.602,534.023,9,0.944247,6.22018,0.77242,53.8309,43.6547,1.37936
./adapt_box/18454/18454_00066.swc,manual,VPM,4208,12.5664,10,35,78,44,796.864,597.696,164.256,1.99952,9991.18,62776.4,31388.2,443.496,484.206,5,0.896344,52.9359,1,50.4282,49.7221,1.13944
./adapt_box/18454/18454_00066.swc,recons,VPM,501,2463.01,7,35,76,42,808,602,166,4.2994,8832.67,110617,172504,452.044,490.629,7,0.923214,5.57895,0.851751,54.8637,46.6639,1.34773
./adapt_box/18454/18454_00067.swc,manual,VPM,8710,12.5664,7,72,149,78,857.792,860.992,227.813,1.99977,19356.5,121621,60810.3,525.623,767.602,9,0.938497,57.4497,1,67.2414,53.9453,1.12802
./adapt_box/18454/18454_00067.swc,recons,VPM,993,1809.56,5,70,146,77,864.14,870,234,2.69164,17676.7,138259,124357,522.933,759.297,10,0.958617,5.79452,0.828047,54.4643,50.1031,1.38983
./adapt_box/18454/18454_00069.swc,manual,MGv,4998,12.5664,9,36,79,44,717.482,655.297,329.212,1.9996,12700.2,79797.6,39898.8,476.437,891.439,8,0.856329,62.2532,1,61.7354,70.4498,1.12926
./adapt_box/18454/18454_00069.swc,recons,MGv,646,1520.53,7,37,81,45,724,668.761,336,3.67647,11559.3,122854,156679,487.18,898.383,8,0.889879,6.96296,0.848095,57.024,62.6793,1.38925
./adapt_box/18454/18454_01062.swc,manual,VPM,4786,12.5664,10,37,82,46,880.127,556.8,181.976,1.99958,11295,70968.8,35484.4,501.373,539.51,8,0.929304,57.3537,1,48.367,43.942,1.16271
./adapt_box/18454/18454_01062.swc,recons,VPM,399,1520.53,5,26,55,30,898.78,560.399,187.48,5.07318,7102.15,105818,164309,520.742,560.401,7,0.940666,6.23636,0.881085,47.5166,44.5972,1.34262
./adapt_box/18454/18454_00070.swc,manual,VPM,6119,12.5664,11,62,133,72,924.607,634.889,189.254,1.99967,14451.9,90803.7,45401.8,620.472,725.947,10,0.919965,45,1,55.8751,53.7265,1.15192
./adapt_box/18454/18454_00070.swc,recons,VPM,749,2123.72,6,58,121,64,931.14,641.98,196,3.41148,13122.5,124830,143779,624.898,736.599,10,0.946037,5.18182,0.885295,50.051,53.123,1.42788
./adapt_box/18454/18454_00072.swc,manual,PO,11601,12.5664,10,73,154,82,1013.65,717.228,229.024,1.99983,25692,161428,80713.9,534.139,593.019,7,0.920808,74.3247,1,59.2953,47.2334,1.1289
./adapt_box/18454/18454_00072.swc,recons,PO,1222,2827.43,8,77,160,84,1014,718,230,3.94337,21757,246393,335511,520.042,547.495,8,0.944362,6.63125,0.879581,48.706,45.8473,1.43058
./adapt_box/18454/18454_00073.swc,manual,VPM,10282,12.5664,7,63,131,69,993.687,585.535,240.336,1.99981,21665.7,136130,68064.8,513.423,540.077,10,0.913761,77.4809,1,60.0063,51.7744,1.14921
./adapt_box/18454/18454_00073.swc,recons,VPM,1067,1809.56,3,68,137,70,996,596,242,2.48435,19330.1,136072,110857,516.55,559.992,9,0.935457,6.78102,0.933865,53.6621,49.3179,1.53793
./adapt_box/18454/18454_01064.swc,manual,VPM,10763,12.5664,9,63,133,71,1018.13,851.707,269.54,1.99981,22248.8,139793,69896.6,594.331,805.888,9,0.912654,79.9173,1,56.8202,53.5939,1.18235
./adapt_box/18454/18454_01064.swc,recons,VPM,1120,3631.68,6,66,138,73,1021.16,901.06,272,4.37268,20113.6,255328,378538,683.465,799.915,12,0.936982,7.1087,0.881353,44.5987,48.2099,1.34036
./adapt_box/18454/18454_00074.swc,manual,MD,11778,12.5664,7,79,163,85,802.303,719.588,263.032,1.99983,23430.9,147220,73610.2,499.353,759.002,8,0.897625,71.2515,1,59.1076,60.9111,1.13713
./adapt_box/18454/18454_00074.swc,recons,MD,1046,1520.53,6,69,143,75,812,734,266,3.02505,18793.5,167697,172492,512.695,638.987,10,0.920731,6.30769,0.809869,57.1794,54.4364,1.42983
./adapt_box/18454/18454_00075.swc,manual,PO,12248,12.5664,10,72,152,81,1020.8,710.22,252.484,1.99984,27030,169834,84917.1,522.493,573.079,8,0.906741,79.5724,1,61.8536,49.302,1.22084
./adapt_box/18454/18454_00075.swc,recons,PO,1347,2463.01,7,78,161,84,1022,728,254,3.46117,24362.3,246085,308352,520.822,566.41,11,0.928084,7.36025,0.885341,53.8353,43.0201,1.54744
./adapt_box/18454/18454_00080.swc,manual,CP,6913,12.5664,5,42,87,46,987,670.139,211.934,1.99971,15420.9,96892.4,48446.2,677.472,1878.54,9,0.841804,78.4483,1,76.3081,92.4083,1.06974
./adapt_box/18454/18454_00080.swc,recons,CP,340,1520.53,3,22,45,24,988,671.4,212,4.18941,5889.47,74917.5,108292,608.917,1155.55,8,0.88305,6.53333,0.946465,54.2835,67.8134,1.20097
./adapt_box/18454/pre_18454_00377.swc,manual,AId6a,12152,12.5664,7,66,137,72,1019.89,1021.03,317.541,1.99984,26555.6,166854,83426.8,746.211,2279.48,10,0.846665,87.6934,1,77.2744,85.7444,1.18342
./adapt_box/18454/pre_18454_00377.swc,recons,AId6a,563,1017.88,4,38,79,42,1021.28,1022,318,3.47247,9758.46,101435,111932,734.403,1153.6,9,0.905407,6.11392,0.917719,52.1144,62.0465,1.24993
./adapt_box/18454/pre_18454_00376.swc,manual,CP,4524,12.5664,6,37,78,42,898.111,527.176,247.112,1.99956,10493.2,65930.8,32965.4,553.776,950.468,8,0.848641,56.9872,1,69.7317,76.7804,1.11614
./adapt_box/18454/pre_18454_00376.swc,recons,CP,395,1520.53,4,25,52,28,906,752,258,4.29114,7019.56,91164,126932,598.789,739.381,6,0.884946,6.57692,0.939515,50.1138,77.13,1.2393
./adapt_box/18454/18454_00090.swc,manual,CLA,8733,12.5664,6,72,148,77,705.559,754.74,321.058,1.99977,18195.1,114323,57161.6,605.763,1650.13,14,0.875542,58,1,85.5941,85.2597,1.17027
./adapt_box/18454/18454_00090.swc,recons,CLA,503,1256.64,8,24,55,32,808,754.84,321.36,4.53956,8807.68,118141,172523,651.11,904.454,7,0.901758,8.12727,1.00509,50.912,61.8012,1.28666
./adapt_box/18454/18454_00092.swc,manual,CP,3615,12.5664,7,33,71,39,618,683.775,99.96,1.99945,8165.54,51305.6,25652.8,500.775,1121.65,9,0.831164,49.9014,1,68.5216,91.0137,1.1541
./adapt_box/18454/18454_00092.swc,recons,CP,418,1017.88,6,36,76,41,745.721,994.48,112,4.98134,6930.63,101929,160973,633.224,1041.25,9,0.889903,4.48684,0.920147,47.9755,66.1229,1.25583
./adapt_box/18454/18454_01078.swc,manual,CP,9802,12.5664,4,80,162,83,975.846,939.445,265.887,1.9998,22411.1,140813,70406.6,557.138,1663.23,12,0.893147,59.5,1,74.839,76.6701,1.11164
./adapt_box/18454/18454_01078.swc,recons,CP,579,2123.72,5,44,91,48,976,941.86,265.98,4.52021,10032.8,132444,203191,527.598,806.955,10,0.936319,5.35165,0.910596,46.6477,61.0303,1.23605
./adapt_box/18454/18454_00095.swc,manual,PT,9996,12.5664,8,69,144,76,1019.39,790.655,192.448,1.9998,21073,132406,66202.8,572.5,678.096,8,0.885902,68.4097,1,59.805,60.0554,1.21841
./adapt_box/18454/18454_00095.swc,recons,PT,674,615.752,4,46,94,49,1022,792,194,2.41602,12024.4,87216.3,67826.2,548.026,873.455,10,0.900422,6.15957,0.906472,58.1615,64.9344,1.35253
./adapt_box/18454/18454_00096.swc,manual,PT,9334,12.5664,5,70,143,74,982.336,742.875,241.593,1.99979,18826.5,118290,59145.2,557.122,708.374,9,0.893546,64.2657,1,56.0806,64.7815,1.18428
./adapt_box/18454/18454_00096.swc,recons,PT,712,314.159,3,48,97,50,984,744,242,2.41854,12715.8,90061.8,66108,521.695,586.93,10,0.919632,6.3299,0.902958,58.0394,59.7352,1.29989
./adapt_box/18454/18454_00097.swc,manual,PT,9469,12.5664,7,73,151,79,1020.54,486.017,208.725,1.99979,19919.9,125160,62580.2,514.017,1037.49,15,0.907292,61.702,1,76.2735,81.309,1.26623
./adapt_box/18454/18454_00097.swc,recons,PT,894,452.389,6,62,128,67,1022,540,222,2.28658,15814.9,109502,73444.4,588.296,706.617,11,0.924401,5.97656,1.01868,61.7645,50.5653,1.48009
./adapt_box/18454/18454_00105.swc,manual,VPM,4942,12.5664,13,27,65,39,911.646,703.616,153.968,1.9996,12834.7,80643,40321.5,525.717,619.92,7,0.905027,75.0154,1,48.1201,32.9524,1.09828
./adapt_box/18454/18454_00105.swc,recons,VPM,686,2123.72,6,33,70,38,921.801,706,318.52,4.96006,12522.7,176607,278786,540.315,1346.2,7,0.915119,8.78571,0.863022,40.8327,42.4489,1.34713
