file,compare,region,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension
./adapt_box/18464/18464_00009.swc,recons,CP,408,50.2655,2,23,47,25,790,886,464,2.65098,7240.48,58930.6,46224,644.117,942.689,7,0.926973,7.65957,1.09291,61.8577,74.4978,1.20915
./adapt_box/18464/18464_00010.swc,manual,CP,5448,12.5664,6,52,108,57,483.178,753.279,185.78,1.99963,12679.1,79664.8,39832.4,421.7,860.534,9,0.872302,49.4352,1,78.8542,86.4656,1.14765
./adapt_box/18464/18464_00010.swc,recons,CP,374,12.5664,3,31,63,33,484,754,186,2.68021,6423.94,52274.2,39216,421.001,509.628,8,0.926915,4.92063,1.04868,63.0275,76.9216,1.29909
./adapt_box/18464/18464_00045.swc,manual,VPM,5420,12.5664,10,34,76,43,671.756,892.206,252.716,1.99963,12852.3,80753.3,40376.6,599.256,715.434,6,0.860128,70.3026,1,60.5858,51.706,1.13001
./adapt_box/18464/18464_00045.swc,recons,VPM,606,615.752,4,42,87,46,698,902,258,2.42277,10666.8,77201.1,56420.4,618.534,726.051,10,0.897623,5.95402,0.943456,63.6965,59.5554,1.33261
./adapt_box/18464/18464_00047.swc,manual,VPM,4521,12.5664,7,28,61,34,547.673,872.063,247.344,1.99956,10658.9,66971.7,33485.9,499.791,697.977,6,0.841616,73.0984,1,61.3816,51.1837,1.11802
./adapt_box/18464/18464_00047.swc,recons,VPM,523,50.2655,2,35,71,37,842.88,889.8,247.78,2.91702,9221.2,80637.8,66970.4,621.869,1079.02,11,0.903859,6.35211,0.911502,61.2804,54.5764,1.28511
./adapt_box/18464/18464_00198.swc,manual,LP,9444,12.5664,7,47,99,53,988.629,1019.59,211.496,1.99979,19732,123980,61990.1,634.39,676.871,8,0.897553,94.3838,1,55.3388,66.7107,1.16369
./adapt_box/18464/18464_00198.swc,recons,LP,665,12.5664,2,37,74,38,990,1020,212,2.43459,11961.7,89298.1,60876.3,637.642,688.164,10,0.935603,7.97297,0.978378,67.2412,61.0066,1.22956
./adapt_box/18464/18464_00074.swc,manual,PO,15023,12.5664,8,68,142,75,1021.26,959.126,264.32,1.99987,27358.2,171896,85948.2,575.925,1532.34,18,0.912009,104.789,1,57.2789,70.5136,1.20173
./adapt_box/18464/18464_00074.swc,recons,PO,1159,12.5664,2,67,134,68,1022,1004,268,2.69974,20989.6,173018,132272,575.809,627.156,12,0.940224,7.64179,1.02042,64.1093,57.8017,1.45222
./adapt_box/18464/18464_00075.swc,manual,VPM,5082,12.5664,9,33,73,41,762.016,600.031,164.56,1.99961,11319,71119.4,35559.7,429.427,484.945,7,0.896462,68.6027,1,54.9303,61.3104,1.12084
./adapt_box/18464/18464_00075.swc,recons,VPM,505,452.389,3,35,72,38,772,602,210,2.35644,8938.8,62226.2,39654.2,439.006,555.574,9,0.926804,6,1.01296,65.7932,62.4857,1.33908
./adapt_box/18464/18464_00079.swc,manual,MGv,6680,12.5664,9,48,103,56,707.711,920.385,175.952,1.9997,15809.8,99335.9,49667.9,519.542,618.515,9,0.906773,63.8447,1,61.4337,56.0037,1.15515
./adapt_box/18464/18464_00079.swc,recons,MGv,778,201.062,2,57,116,60,712,930.979,216,2.81003,13756.1,114430,92823.1,522.028,842.753,12,0.938708,5.69828,0.877995,56.4286,54.5266,1.40099
./adapt_box/18464/18464_00080.swc,manual,MGv,8763,12.5664,8,52,110,59,763.889,883.712,224.498,1.99977,17559,110326,55163.1,525.272,580.424,9,0.902829,78.6545,1,54.8522,54.379,1.11743
./adapt_box/18464/18464_00080.swc,recons,MGv,372,113.097,3,22,45,24,764,936.78,338,2.2129,6662.32,44021.4,25547.7,551.716,836.276,6,0.920031,7.24444,0.943778,59.5586,67.0426,1.14283
./adapt_box/18464/18464_00082.swc,manual,CLA,9058,12.5664,4,74,150,77,608.768,951.722,199.748,1.99978,20542.8,129074,64537.1,559.101,1521.39,13,0.841145,59.38,1,65.4524,82.9136,1.25995
./adapt_box/18464/18464_00082.swc,recons,CLA,475,113.097,2,35,70,36,611.6,952.001,200.6,3.21137,8247.88,81538.9,78962.2,522.169,832.513,11,0.888228,5.77143,0.924405,62.1123,68.2478,1.24887
./adapt_box/18464/18464_00085.swc,manual,CP,7998,12.5664,6,76,156,81,666.4,984.605,207.28,1.99975,19641.8,123413,61706.5,528.56,1636.44,14,0.854255,50.2628,1,78.8882,80.9187,1.13755
./adapt_box/18464/18464_00085.swc,recons,CP,502,113.097,4,30,62,33,680,986,212,2.98048,8788.02,79006,69492.2,526.714,855.465,7,0.893739,7.08065,1.13884,55.8837,63.3884,1.2202
./adapt_box/18464/18464_00088.swc,manual,CP,9664,12.5664,5,66,135,70,876.141,899.324,241.91,1.99979,19170.9,120454,60227.1,556.08,1041.33,9,0.874571,70.5778,1,61.1384,60.7028,1.0927
./adapt_box/18464/18464_00088.swc,recons,CP,489,804.248,5,26,55,30,881.4,900,242.32,3.18323,8820.84,85985.1,80606.9,559.286,721.114,9,0.903591,7.87273,0.883636,61.2051,54.2776,1.19877
./adapt_box/18464/pre_18464_00159.swc,manual,EPd,8445,12.5664,5,70,143,74,676.599,871.643,161.912,1.99976,18458.3,115977,57988.6,549.471,1144.9,11,0.844858,58.049,1,73.6688,82.4805,1.17329
./adapt_box/18464/pre_18464_00159.swc,recons,EPd,387,615.752,2,27,55,29,676.78,872,162,3.89302,6713.57,81263.8,92247,516.047,550.912,11,0.923409,6.01818,0.863398,54.6788,59.9602,1.24795
./adapt_box/18464/pre_18464_00163.swc,manual,CP,6033,12.5664,5,44,91,48,683.334,781.111,187.79,1.99967,13823.3,86854.5,43427.3,505.283,938.128,9,0.809671,65.2857,1,72.5643,78.1231,1.15967
./adapt_box/18464/pre_18464_00163.swc,recons,CP,300,615.752,3,18,37,20,702,790,190,3.06867,5305.35,49151,45105.9,507.592,581.971,6,0.868039,7.08108,1.11784,73.494,61.1098,1.19697
./adapt_box/18464/18464_00108.swc,manual,ACB,4605,12.5664,4,32,66,35,707.704,767.295,418.728,1.99957,10217,64195.5,32097.8,607.066,855.253,6,0.862323,68.7576,1,72.8422,71.0399,1.10206
./adapt_box/18464/18464_00108.swc,recons,ACB,449,12.5664,2,29,59,31,708,786.199,427.84,4.04365,7977.03,100326,120034,628.623,852.081,10,0.923005,6.59322,1.10977,65.2791,80.8758,1.22913
./adapt_box/18464/pre_18464_00180.swc,manual,OT,4889,12.5664,6,57,118,62,625.335,563.5,260.888,1.99959,11482.3,72145.4,36072.7,378.731,1037.23,13,0.884813,40.4237,1,80.231,78.5875,1.12485
./adapt_box/18464/pre_18464_00180.swc,recons,OT,373,113.097,2,28,56,29,638,564,262,4.08686,6408.7,80304.4,93779.8,341.629,527.402,8,0.925276,5.64286,0.947827,61.4499,72.316,1.28474
./adapt_box/18464/18464_00112.swc,manual,SI,4847,12.5664,5,42,87,46,748.4,605.855,233.016,1.99959,10206.7,64130.4,32065.2,405.921,644.808,8,0.883649,54.7011,1,76.071,76.0593,1.1167
./adapt_box/18464/18464_00112.swc,recons,SI,360,452.389,4,23,48,26,826,608,234,4.13444,6311.33,79253.9,97217.2,482.489,605.954,9,0.922586,6.47917,0.93817,57.6012,77.2724,1.21389
./adapt_box/18464/18464_00119.swc,manual,VPM,6461,12.5664,8,46,98,53,824.938,834.943,190.741,1.99969,13887.5,87257.6,43628.8,524.431,550.787,9,0.895638,64.9184,1,59.3445,53.9878,1.1912
./adapt_box/18464/18464_00119.swc,recons,VPM,689,615.752,4,49,100,52,826,836,194,2.32395,12231,84078.9,52801.7,525.258,566.09,11,0.936182,5.88,0.922929,67.4199,53.5531,1.40924
./adapt_box/18464/18464_00122.swc,manual,VPL,7365,12.5664,8,41,88,48,921.876,971.036,281.44,1.99973,15691.2,98590.7,49295.3,585.757,816.589,7,0.892098,82.6818,1,61.5375,56.919,1.17853
./adapt_box/18464/18464_00122.swc,recons,VPL,738,314.159,2,46,93,48,936,978,282,2.31978,13271.4,92112.8,63397,586.191,828.936,10,0.926574,6.92473,1.01201,61.5073,58.6989,1.41016
./adapt_box/18464/18464_00124.swc,manual,VPM,6488,12.5664,6,35,74,40,862.488,809.373,178.064,1.99969,12817.6,80535.4,40267.7,529.325,556.017,9,0.90841,86.6622,1,59.3081,44.2247,1.11998
./adapt_box/18464/18464_00124.swc,recons,VPM,638,113.097,2,44,90,47,882,812,184,2.32853,11431.8,80548.2,50914.3,549.067,581.869,9,0.938942,6.07778,0.852741,59.8286,62.6963,1.32647
./adapt_box/18464/18464_00127.swc,manual,VPM,7880,12.5664,8,41,88,48,985.983,752,166.24,1.99975,15856.5,99629.1,49814.6,533.717,570.435,7,0.88781,88.5341,1,56.8119,53.8042,1.14106
./adapt_box/18464/18464_00127.swc,recons,VPM,748,12.5664,3,50,101,52,996,754,166.84,2.30936,13331.9,93649.7,59563.3,521.216,558.037,12,0.924216,6.39604,1.00891,57.5295,54.0015,1.38218
./adapt_box/18464/18464_00133.swc,manual,VPL,11491,12.5664,10,100,208,109,893.824,740.031,199.261,1.99983,24009.5,150856,75428.2,534.955,565.598,12,0.92467,54.2404,1,67.7403,53.4629,1.16881
./adapt_box/18464/18464_00133.swc,recons,VPL,1246,615.752,2,109,220,112,906,884,202,2.53579,21786.2,165005,120897,683.699,743.367,14,0.95021,4.65909,0.910146,59.5123,54.0457,1.46477
./adapt_box/18464/18464_00139.swc,manual,VM,12281,12.5664,7,65,135,71,1021.98,1020.85,376.067,1.99984,23446.8,147320,73660.2,667.768,869.673,10,0.919467,89.963,1,67.2894,59.9114,1.14538
./adapt_box/18464/18464_00139.swc,recons,VM,1004,314.159,3,57,115,59,1022,1022,378,3.56056,17887.5,195352,209688,673.097,853.877,10,0.939595,7.72174,0.949561,62.2978,61.9183,1.25589
./adapt_box/18464/18464_00141.swc,manual,CP,8414,12.5664,4,62,126,65,620.285,681.226,191.553,1.99976,17245.2,108355,54177.4,461.295,1337.61,10,0.841125,65.7698,1,76.9575,78.6271,1.15217
./adapt_box/18464/18464_00141.swc,recons,CP,406,113.097,4,26,54,29,630.398,682.34,192,3.62512,7172.96,78663.7,88142.8,404.675,474.384,9,0.90842,6.5,0.860031,60.5463,62.3972,1.31579
./adapt_box/18464/18464_00143.swc,manual,VPM,5084,12.5664,7,39,83,45,658.432,559.686,166.96,1.99961,11758.1,73878.2,36939.1,368.762,547.827,7,0.881468,60.241,1,62.5042,59.6076,1.13191
./adapt_box/18464/18464_00143.swc,recons,VPM,547,1017.88,3,41,85,45,660,564,170,2.52578,9517.49,71156.2,54959.5,366.142,424.162,12,0.913784,5.42353,0.976523,62.7574,62.6418,1.42454
./adapt_box/18464/18464_00153.swc,manual,CP,7206,12.5664,7,53,111,59,883.008,725.127,144.336,1.99972,16905.2,106219,53109.4,621.953,1466.28,9,0.875229,63.9099,1,74.0788,84.351,1.14291
./adapt_box/18464/18464_00153.swc,recons,CP,427,12.5664,2,28,56,29,884,726,146,2.54333,7591.35,58845.8,42297.8,530.17,638.26,9,0.930002,6.60714,1.10774,56.4711,68.8458,1.2715
./adapt_box/18464/18464_00155.swc,manual,ACB,4753,12.5664,6,37,78,42,747.854,669.57,145.776,1.99958,11752,73839.8,36919.9,574.329,883.882,7,0.899052,59.9231,1,62.2876,60.8884,1.16734
./adapt_box/18464/18464_00155.swc,recons,ACB,342,50.2655,2,24,48,25,748.48,670,150,3.61813,6027.16,66414.7,71550.1,550.302,669.325,9,0.911402,6.10417,1.01642,52.122,59.2677,1.23341
./adapt_box/18464/18464_00163.swc,manual,CP,7530,12.5664,6,69,142,74,634.398,837.056,223.704,1.99973,17635.3,110806,55403,468.152,949.869,10,0.835448,52.0211,1,68.8852,72.6773,1.16799
./adapt_box/18464/18464_00163.swc,recons,CP,659,113.097,2,49,98,50,636,948,224,2.34932,11516.8,82222.8,52297.4,508.771,633.767,10,0.919232,5.71429,0.974065,66.0489,63.7732,1.355
./adapt_box/18464/18464_00183.swc,manual,VPM,4629,12.5664,5,35,73,39,572.754,589.764,369.181,1.99957,9949.84,62516.7,31258.3,397.949,1003.56,8,0.883855,62.3973,1,72.1017,57.1585,1.13168
./adapt_box/18464/18464_00183.swc,recons,VPM,501,201.062,4,34,70,37,805.48,600,372,3.16727,8922.76,83502.7,77908.5,597.094,999.138,8,0.920643,6.14286,0.826961,51.3043,50.6297,1.31653
./adapt_box/18464/18464_00184.swc,manual,VPM,7334,12.5664,6,53,110,58,915.145,732.956,223.953,1.99973,15114.8,94968.8,47484.4,567.457,603.74,8,0.902334,65.6636,1,57.3236,53.4348,1.10309
./adapt_box/18464/18464_00184.swc,recons,VPM,737,1520.53,2,53,106,54,918,740,239.78,2.59457,12982.4,100194,77725.8,566.752,604.314,12,0.932587,5.9434,0.927003,59.0379,56.1313,1.30597
./adapt_box/18465/18465_00001.swc,manual,CP,7337,12.5664,7,84,173,90,683.119,900.397,209.432,1.99973,17411.8,109401,54700.7,525.183,801.646,10,0.885011,41.4046,1,77.1213,76.5067,1.25163
./adapt_box/18465/18465_00001.swc,recons,CP,473,113.097,2,35,71,37,694,902,216,2.94588,8201.97,73953.3,62377.6,524.488,631.451,9,0.922711,5.64789,1.01479,61.9022,60.0582,1.2812
./adapt_box/18465/18465_00003.swc,manual,GU6a,6363,12.5664,6,56,116,61,516.672,984.912,178.388,1.99969,14431.3,90674.6,45337.3,537.844,1195.91,9,0.880494,53.8448,1,72.9684,78.3472,1.1241
./adapt_box/18465/18465_00003.swc,recons,GU6a,431,1256.64,4,30,62,33,517.84,988,178.64,4.22784,7489.62,94847.4,131625,539.414,620.921,8,0.914137,5.93548,0.952446,57.852,65.8767,1.19911
./adapt_box/18465/18465_00005.swc,manual,CP,8518,12.5664,8,86,178,93,657.023,797.206,183.747,1.99977,19662.8,123545,61772.5,449.964,1335.39,10,0.888568,46.8483,1,72.4589,74.3701,1.14051
./adapt_box/18465/18465_00005.swc,recons,CP,402,113.097,4,28,59,32,660,798,184,3.10398,6988.86,65549.9,60370.4,459.164,505.554,7,0.931278,5.79661,0.871554,59.4541,66.1293,1.20292
./adapt_box/18465/18465_00006.swc,manual,CP,7686,12.5664,6,74,152,79,502.763,782.298,159.665,1.99974,17549.5,110267,55133.3,422.597,945.283,9,0.862483,49.5592,1,66.4223,75.3455,1.22463
./adapt_box/18465/18465_00006.swc,recons,CP,447,50.2655,2,36,72,37,506,788,166,2.52752,7773.5,60828.4,42727.2,425.085,453.28,9,0.909203,5.19444,1.00324,59.4398,54.3465,1.32869
./adapt_box/18465/18465_00007.swc,manual,CP,7624,12.5664,5,68,139,72,568.831,859.653,191.04,1.99974,17449.9,109641,54820.3,613.19,1580.94,14,0.887835,53.8417,1,71.0703,65.4333,1.26117
./adapt_box/18465/18465_00007.swc,recons,CP,350,113.097,2,28,56,29,569.359,862,192.4,2.72571,6138.85,50986.1,40604,622.145,652.894,8,0.926013,5.23214,0.935268,53.9554,49.1025,1.34007
./adapt_box/18465/18465_00009.swc,manual,CP,6373,12.5664,6,52,108,57,849.807,716.344,141.714,1.99969,15931.9,100103,50051.6,516.364,1312.15,8,0.887408,58,1,71.4096,64.3015,1.20688
./adapt_box/18465/18465_00009.swc,recons,CP,340,12.5664,2,22,44,23,852,718,142,2.32294,6089.89,43593.5,27091.2,481.295,520.425,7,0.933803,6.70455,1.19697,70.4995,64.7649,1.28062
./adapt_box/18465/18465_00011.swc,manual,CP,7983,12.5664,7,72,149,78,632.821,1020.29,147.56,1.99975,19075.7,119856,59928.1,526.116,1061.04,10,0.914182,52.5705,1,80.5429,85.0157,1.29099
./adapt_box/18465/18465_00011.swc,recons,CP,493,314.159,2,35,70,36,640,1022,148,2.50223,8820.26,67084.9,46875.3,526.364,577.5,10,0.952213,6.02857,1.07157,63.6504,57.8134,1.37448
./adapt_box/18465/18465_00018.swc,manual,CP,7652,12.5664,7,55,115,61,693.745,1020.95,218,1.99974,16583,104194,52097.1,533.385,976.279,9,0.873533,65.5304,1,66.7238,75.5748,1.19154
./adapt_box/18465/18465_00018.swc,recons,CP,742,201.062,4,48,99,52,698.7,1022,250,3.34286,13014.1,131708,132260,575.228,719.8,9,0.887729,6.48485,1.03106,62.4176,65.3926,1.29126
./adapt_box/18465/18465_00028.swc,manual,CP,7172,12.5664,5,53,109,57,980.576,884.883,257.776,1.99972,17054.4,107156,53578.1,567.78,1217.49,8,0.857135,64.789,1,66.7737,82.803,1.12352
./adapt_box/18465/18465_00028.swc,recons,CP,557,201.062,4,33,69,37,986,904,260,3.38384,9883.06,100836,100189,579.88,753.475,7,0.92431,7.05797,1.0692,57.1275,62.5829,1.33345
./adapt_box/18465/18465_00029.swc,manual,CP,6905,12.5664,6,68,140,73,758.802,805.845,211.651,1.99971,15479.5,97260.6,48630.3,707.144,1236.01,13,0.884976,48.3143,1,73.9863,74.4188,1.21694
./adapt_box/18465/18465_00029.swc,recons,CP,611,314.159,6,47,99,53,768,808,212.42,3.95614,10388.5,122978,147288,702.322,753.244,11,0.924675,5.16162,0.935421,57.0471,62.0332,1.32145
./adapt_box/18465/18465_00030.swc,manual,CP,6196,12.5664,5,52,107,56,811.712,817.215,160.496,1.99968,15311.7,96206.4,48103.2,483.447,921.031,11,0.892434,56.8972,1,81.5335,72.4708,1.14143
./adapt_box/18465/18465_00030.swc,recons,CP,471,12.5664,2,27,54,28,822,818,164,2.04501,8570.44,54830,28612.9,490.799,569.417,9,0.930074,7.7037,0.985185,54.6296,51.8571,1.26106
./adapt_box/18465/18465_00031.swc,manual,CP,7625,12.5664,6,87,178,92,797.721,707.288,114.848,1.99974,17821.4,111975,55987.6,601.192,1091.28,15,0.878197,41.8315,1,72.969,79.5577,1.22869
./adapt_box/18465/18465_00031.swc,recons,CP,470,1520.53,2,41,83,43,798,710,122,3.27745,8030.46,79080.3,78480.1,605.207,772.23,13,0.897485,4.6506,1.05304,66.5773,67.3105,1.28841
./adapt_box/18465/18465_00032.swc,manual,CP,2983,12.5664,6,30,64,35,535.743,706.016,152.376,1.99933,7135.58,44834.2,22417.1,374.899,757.747,6,0.87567,45.5938,1,74.0896,88.8308,1.10051
./adapt_box/18465/18465_00032.swc,recons,CP,339,314.159,2,27,54,28,548,707.819,160.6,3.30029,5897.8,58966.9,56372.1,373.213,681.407,8,0.91308,5.25926,0.841049,64.4932,80.4758,1.32005
./adapt_box/18465/18465_00034.swc,manual,AId6a,7560,12.5664,5,60,123,64,1011.72,858.097,198.984,1.99974,17904.9,112500,56249.8,584.399,1474.66,13,0.894347,60.4553,1,68.9795,76.3581,1.12948
./adapt_box/18465/18465_00034.swc,recons,AId6a,623,201.062,2,40,81,42,1022,859.76,204,3.37945,11107.9,114360,118379,669.789,828.107,11,0.928095,6.67901,1.01626,62.0678,66.4101,1.38859
./adapt_box/18465/18465_00036.swc,manual,CP,7060,12.5664,7,67,139,73,1020.6,739.977,177.008,1.99972,17526.7,110124,55061.8,590.802,1230.07,9,0.882762,49.7842,1,75.3501,75.876,1.22454
./adapt_box/18465/18465_00036.swc,recons,CP,552,1256.64,2,48,96,49,1022,964,238,3.6692,9424.66,102791,111816,597.453,787.124,11,0.916243,4.73958,0.948872,59.477,70.1307,1.26926
./adapt_box/18465/18465_00037.swc,manual,CP,7592,12.5664,6,70,144,75,756.49,759.455,167.12,1.99974,18584.8,116772,58385.9,494.199,1167.54,11,0.838355,51.7153,1,83.184,85.3796,1.17738
./adapt_box/18465/18465_00037.swc,recons,CP,361,452.389,2,26,53,28,757.44,761.3,168,3.64155,6095.27,66849.4,73786.2,498.462,981.028,10,0.900005,5.79245,0.943585,65.6084,68.387,1.27
./adapt_box/18465/18465_00039.swc,manual,CP,8544,12.5664,6,70,144,75,1021.33,917.02,183.617,1.99977,19673.3,123611,61805.5,597.821,1905.5,10,0.866674,58.3264,1,72.8099,75.7603,1.17811
./adapt_box/18465/18465_00039.swc,recons,CP,567,314.159,2,39,78,40,1022,918,184,3.53369,9863.71,105431,112525,586.055,945.862,12,0.919907,6.25641,0.926004,56.7475,62.499,1.24498
./adapt_box/18465/18465_00040.swc,manual,CP,6916,12.5664,5,54,111,58,716.144,1020.57,217.735,1.99971,14482.6,90997,45498.5,583.724,1985.21,11,0.851764,61.2973,1,70.5047,76.4509,1.14838
./adapt_box/18465/18465_00040.swc,recons,CP,498,615.752,3,32,66,35,727.2,1022,218,3.35703,8732.07,87818.2,90790.2,578.189,915.501,10,0.890989,6.5303,0.949242,52.3384,56.4715,1.24294
./adapt_box/18465/18465_00047.swc,manual,VAL,14190,12.5664,8,69,144,76,1019.69,1021.4,293.688,1.99986,27520.7,172918,86458.9,696.404,1382.49,8,0.892854,97.5347,1,55.8435,64.6925,1.15471
./adapt_box/18465/18465_00047.swc,recons,VAL,1109,314.159,2,68,136,69,1022,1022,296,2.68656,19937.1,164914,125372,697.065,1351.78,11,0.931841,7.14706,1.01293,70.6581,71.115,1.34146
./adapt_box/18465/18465_00048.swc,manual,VPM,14072,12.5664,5,76,155,80,1011.44,926.982,173.644,1.99986,25923.9,162885,81442.4,640.738,688.539,9,0.936475,89.7806,1,65.4614,57.9223,1.14256
./adapt_box/18465/18465_00048.swc,recons,VPM,1132,50.2655,2,69,141,73,1022,934,178,2.34293,20443.6,147388,93869.9,638.532,679.006,12,0.955631,7.02128,0.969031,60.08,54.3883,1.48363
./adapt_box/18465/18465_00052.swc,manual,CA1,6782,12.5664,4,57,116,60,989.72,766.848,193.7,1.99971,14365.5,90261.4,45130.7,605.4,1028.94,15,0.932617,57.4569,1,69.58,58.3763,1.10825
./adapt_box/18465/18465_00052.swc,recons,CA1,400,615.752,2,31,63,33,990,767.54,194,3.254,6986.73,69044.7,66330.6,548.818,805.349,12,0.959504,5.33333,0.922411,67.2421,62.1439,1.23088
./adapt_box/18465/18465_00053.swc,manual,CA1,5330,12.5664,6,42,88,47,916.782,887.817,223.685,1.99962,11454.7,71971.8,35985.9,650.622,1026.01,19,0.92862,59.5568,1,72.8104,62.8868,1.15891
./adapt_box/18465/18465_00053.swc,recons,CA1,577,314.159,2,47,94,48,918,900.04,224.16,4.61802,10139.1,142923,185036,657.459,693.401,18,0.958593,5.12766,1.02863,52.1886,54.9225,1.3444
./adapt_box/18465/pre_18465_00102.swc,manual,DG-sg,3803,12.5664,2,22,44,23,559.254,990.861,269.329,1.99947,7193.01,45195,22597.5,640.399,1332.47,8,0.931382,85.4091,1,61.8291,69.2418,1.06012
./adapt_box/18465/pre_18465_00102.swc,recons,DG-sg,343,50.2655,2,20,40,21,560,992,270.26,3.05948,6300.4,60217.8,54130.8,649.048,819.146,7,0.954385,7.55,0.962917,50.9939,46.3362,1.30826
./adapt_box/18465/18465_00056.swc,manual,VPL,11459,12.5664,7,59,123,65,977.196,856.347,239.976,1.99983,22376.8,140598,70298.9,561.362,704.391,8,0.926971,92.1545,1,61.3352,68.4251,1.19355
./adapt_box/18465/18465_00056.swc,recons,VPL,962,12.5664,2,59,118,60,988,960,342,2.21268,17373.1,117359,68775.4,641.094,1128.77,15,0.948259,7.14407,0.930367,53.3464,56.5508,1.2882
./adapt_box/18465/18465_00070.swc,manual,LD,9248,12.5664,7,65,135,71,1018.62,998.468,133.987,1.99978,20169.6,126729,63364.6,586.599,613.329,7,0.928171,67.4963,1,64.0784,62.0878,1.22929
./adapt_box/18465/18465_00070.swc,recons,LD,723,314.159,2,45,90,46,1022,1000,134,2.18147,13096.5,87301.4,50599.7,591.297,642.673,9,0.953151,7.02222,1.00289,51.9465,48.7932,1.39398
./adapt_box/18465/18465_00078.swc,manual,VPM,3544,12.5664,8,36,78,43,645.664,577.984,122.704,1.99944,8977.69,56408.5,28204.3,395.849,472.223,7,0.901716,44.4231,1,83.485,62.708,1.147
./adapt_box/18465/18465_00078.swc,recons,VPM,398,201.062,2,35,70,36,649.28,592,214.7,2.42764,6807.96,49385.7,33651.9,396.491,676.073,11,0.904,4.67143,0.988238,55.3105,61.0169,1.27806
./adapt_box/18465/18465_00079.swc,manual,VPM,5319,12.5664,7,47,99,53,872.801,598.977,193.024,1.99962,12053.9,75736.7,37868.4,559.979,667.117,9,0.880252,52.7172,1,82.4406,73.8545,1.13839
./adapt_box/18465/18465_00079.swc,recons,VPM,657,804.248,2,57,114,58,1022,826,194,2.76256,11328.7,91713.7,72018.4,619.684,784.01,11,0.91212,4.75439,0.946527,64.479,59.7898,1.34943
./adapt_box/18465/18465_00080.swc,manual,VPM,3450,12.5664,7,33,71,39,462.208,600.16,168.416,1.99942,8393.15,52735.7,26367.9,343.612,373.081,9,0.897448,47.5775,1,71.4224,56.9034,1.15938
./adapt_box/18465/18465_00080.swc,recons,VPM,496,113.097,2,44,90,47,490,603.58,242,2.98548,8334.44,72678.6,60352.8,340.873,551.993,12,0.915111,4.5,0.932169,61.4119,59.449,1.43299
./adapt_box/18465/18465_00081.swc,manual,VPL,4683,12.5664,4,46,94,49,603.968,858.049,213.022,1.99957,11329.3,71184.3,35592.2,533.96,686.743,9,0.897726,48.8085,1,68.3784,57.8381,1.16223
./adapt_box/18465/18465_00081.swc,recons,VPL,861,1017.88,2,65,131,67,1022,934.12,230.44,2.50383,14810.8,109515,74118,637.215,1274.29,15,0.902433,5.56489,0.992112,62.7352,51.8043,1.36639
./adapt_box/18465/18465_00083.swc,manual,VPM,5093,12.5664,7,42,89,48,830.656,627.008,180.192,1.99961,12276,77132.3,38566.1,590.295,687.798,7,0.874447,56.2135,1,81.5505,67.1942,1.12581
./adapt_box/18465/18465_00083.swc,recons,VPM,649,804.248,2,52,105,54,848,636,187.82,3.20524,11218.9,105184,94486.4,590.251,681.082,11,0.906631,5.17143,0.805068,65.6113,62.1644,1.32919
./adapt_box/18465/18465_00089.swc,manual,VPM,4062,12.5664,9,32,71,40,811.903,722.592,208.816,1.99951,10032.9,63038.8,31519.4,630.976,700.585,7,0.880435,56.1972,1,66.1922,47.9251,1.12849
./adapt_box/18465/18465_00089.swc,recons,VPM,512,50.2655,2,40,83,44,832,734,234,2.72852,8847.41,70726.3,57624.9,650.391,698.039,8,0.926043,5.15663,1.06629,60.4131,49.2212,1.38877
./adapt_box/18465/18465_00091.swc,manual,VPM,7007,12.5664,10,49,106,58,880.53,557.072,297.504,1.99971,16511.3,103744,51871.9,556.819,1177.91,8,0.90025,65.0943,1,59.0413,52.019,1.13617
./adapt_box/18465/18465_00091.swc,recons,VPM,958,615.752,4,68,138,71,881.721,768,340,2.62171,17004.1,132771,101249,694.604,1555.57,14,0.922723,5.93478,0.94912,57.3518,56.3025,1.44493
./adapt_box/18465/18465_00092.swc,manual,VPM,4991,12.5664,9,51,109,59,768.384,539.968,159,1.9996,11470.5,72071.4,36035.7,530.343,588.137,9,0.863287,44.7798,1,68.1052,60.1345,1.15897
./adapt_box/18465/18465_00092.swc,recons,VPM,562,452.389,6,49,102,54,770,542,162,3.12313,9550.51,87927.9,78543,533.299,583.985,9,0.912326,4.5,0.898973,69.5536,59.36,1.40286
./adapt_box/18465/18465_00125.swc,manual,VPM,6247,12.5664,7,48,101,54,812.801,668.031,183.336,1.99968,13960.4,87715.5,43857.8,560.054,600.135,9,0.897337,60.8416,1,67.848,62.3385,1.2415
./adapt_box/18465/18465_00125.swc,recons,VPM,760,804.248,2,59,119,61,822,850,184,2.70579,13211.1,103914,83299.4,562.754,1257.55,20,0.927331,5.37815,0.92408,57.428,55.7664,1.39894
./adapt_box/18465/18465_00128.swc,manual,VPM,4183,12.5664,9,34,75,42,890.08,680.767,182,1.99952,10005.8,62868.5,31434.2,527.05,632.872,9,0.874658,54.76,1,74.3418,65.9846,1.11757
