region,count
0,37040891
1768,12
2359,7
1825,14
1767,22
2405,1
1837,3
2169,63
2029,2
1826,1
2320,5
1865,1
2009,31
1893,3
1957,7
2177,18
1883,3
1827,4
1851,1
1828,2
2161,4
181,1
347,1
601,1176
599,969
603,107
653,859
655,1899
659,652
53,4
41,71
55,55
455,2
2397,18
2593,3
1147,3
2511,4
1,2
762,7
2393,2
673,11
1686,1
1654,1
1869,1
1823,3
2557,4
935,8
1645,6
925,1
1534,2
1648,1
1590,3
1528,1
1862,1
1824,16
1864,3
2162,2
1863,2
1542,2
1852,1
45,10
141,6
57,11
605,22
2487,94
183,8
661,15
663,6
2213,6
471,2
469,10
467,5
667,15
671,8
139,6
675,13
677,3
59,1
607,4
473,1
1871,6
51,3
1663,1
759,1
1669,1
1986,4
1955,1
1613,1
1605,2
2403,1
2203,1
1860,26
1859,2
1736,4
54,11
52,4
916,18
1621,5
2495,23
1623,1
2185,5
1909,10
2460,1
1951,1
2459,1
1838,1
2255,25
2259,2
1958,3
812,47
1627,2
1677,2
2060,1
1914,2
2275,5
1969,2
2319,5
