region,count
1958,4
0,7580323
1826,9
2402,2
1838,7
1975,19
1951,45
1952,4
1871,26
1957,11
1935,59
1811,1
1977,19
57,137
55,86
43,32
2145,1
169,14
45,112
723,14
149,15
150,21
152,34
96,5
94,5
44,573
56,1426
46,385
54,2622
168,11
41,6
58,881
154,75
156,95
195,1
155,84
151,3
531,4098
532,2668
98,24
1148,2078
48,35
562,1
211,31
209,7
207,1
158,13
2392,259
2380,67
2214,24
950,2
40,6
2398,54
212,20
210,11
214,3
567,25
569,1
561,44
1144,30
1178,52
760,1048
1177,30
1143,42
1147,476
153,10
2397,37
1628,27
2391,169
1184,1
1183,2
2379,5
1121,5
833,88
2259,5
1151,7
1153,3
1221,3
759,19
2387,9
811,4261
1864,4
1112,12
1120,153
834,61
2482,2
2007,26
2125,14
2603,3
2117,10
1152,43
1198,23
1228,24
1218,53
1224,177
1602,39
2204,17
2444,9
1154,14
2404,12
1606,25
1432,8
1610,4
1734,1
1648,5
1614,9
1728,2
812,257
2008,1
1227,5
2009,8
1893,14
2169,35
1,10
2605,5
2013,1
2361,1
2593,4
2360,1
2388,69
1124,2
1128,2
1122,5
1740,1
2233,2
1973,18
1889,13
1909,1
1509,5
2459,3
1188,3
1914,2
1156,5
1576,123
100,10
42,15
2386,211
474,71
2488,24
476,4
2592,7
2588,4
2385,43
2587,20
473,31
2487,16
475,3
471,71
2591,4
566,13
2086,356
2136,3
469,30
47,1
157,7
472,90
470,33
468,29
467,25
97,7
99,3
60,5
52,820
2085,265
479,2587
53,25
51,33
1627,1
162,3
192,1
1631,11
19,2
457,29
1116,34
568,11
575,1
577,4
228,6
224,1
240,16
226,32
580,30
242,13
1115,20
591,3
579,17
1372,2
238,1
2350,4
225,9
2378,1
1408,3
1654,26
2218,5
2217,206
1706,3
1690,7
1222,121
1779,5
1913,4
1589,4
1768,4
2,81
2406,7
2320,9
1872,19
1202,139
1155,2
1187,8
1983,1
1837,6
39,10
135,11
137,3
133,1
136,2
139,1
1678,7
213,1
239,3
564,742
588,1
565,1
585,141
1677,4
1668,2
1985,1
1997,5
1986,8
2460,3
2416,9
1970,5
2418,5
2417,1
2170,1
1119,51
935,6
2224,3
592,10
2162,1
1291,4
781,829
2011,2
2389,1
1111,1
1243,1
2201,5
1823,2
576,1
1244,1
1488,2
