region,count
1668,12
762,300
0,50743407
2110,4
2086,145
2136,54
2146,75
2378,92
2154,37
1628,19
1338,11
950,111
2496,827
2052,11
2060,17
1677,15
2051,12
949,13
1613,40
1689,4
761,242
15,2
155,1
2135,78
2153,58
2145,27
2377,106
935,17
1064,3
954,13
936,70
2492,15
2059,19
469,4
1627,463
1705,5
2085,158
2491,2
1667,2
1337,13
1331,2
1699,4
953,1
2593,62
479,1
114,7
44,2
1148,272
2588,793
2594,528
207,3
1614,47
2282,23
2230,5
2,218
2592,3
1678,18
1706,41
2170,45
1415,1
2203,5
1340,6
1782,14
760,3394
564,14
1405,4
1653,42
1771,30
2281,23
2029,28
2161,25
759,2388
2178,48
1048,1
2162,8
1416,10
2200,2
2358,20
1763,1
1781,6
777,1
561,9
2210,4
1654,24
1404,27
1860,9
1768,70
547,1
531,4
1767,212
2349,6
1859,2
1403,10
1401,8
782,11
520,1
2355,14
2197,5
2214,61
1871,92
2027,1
2459,85
1951,65
2319,22
1952,65
1969,16
2460,7
2235,1
2359,14
1970,6
812,3
1828,46
1966,8
1976,1
1958,29
1985,39
1957,48
1827,59
1895,1
1825,2
1807,8
1809,5
1977,42
1935,2
2213,179
1909,6
1,18
834,63447
833,3
2204,15
1936,1
1872,99
1812,2
1986,8
2255,8
1018,1
1590,3
1864,59
1978,44
1974,3
1837,15
1863,46
1431,3
2461,1
2405,4
1838,3
2023,23
1779,23
1601,13
2403,2
2253,6
1780,13
2360,13
1772,17
2256,10
1912,63
2506,4
1598,2
1826,8
2254,2
1228,1
2406,182
599,95
653,8
401,2
403,1
2559,2
2261,4
1886,4
2272,39
2320,3
2016,1
1948,5
1984,3
2241,9
2242,1
1542,2
1744,4
1756,2
1748,5
1742,2
1852,3
2259,57
1289,2
1002,4
1914,16
1602,10
1885,7
1741,1
1851,10
1983,6
1751,2
1749,1
1747,4
1865,1
1931,2
1307,2
2015,3
2260,8
1910,43
1646,21
1292,12
1645,13
1843,1
1911,39
2271,29
2361,206
1840,1
1596,3
1107,3
1733,5
1841,28
1151,199
1007,4
1001,4
2398,461
1664,3
2094,100
94,1
2093,29
2602,4
910,36
485,1
2397,2
1632,8
170,1
172,1
2380,1
915,1
43,1
55,7
51,6
368,3
2510,1
52,2
1055,6
53,1
54,6
668,1
601,10
659,12
353,2
1631,2
655,3
133,52
135,40
175,1
177,31
672,6
674,67
671,3
675,1
660,153
662,64
376,9
1605,2
2009,52
1897,21
821,1
781,1
2007,251
1861,27
1823,33
1831,2
2603,122
1993,38
1759,1
2463,4
2185,19
1883,96
2008,381
1898,72
2010,388
1890,43
1300,9
2362,16
2013,5
1299,7
2604,24
1994,9
1754,3
1866,2
1824,22
1862,29
2562,3
1762,3
1029,2
1925,1
1707,1
1893,5
1869,12
1832,5
2266,14
1648,2
1346,2
2195,2
2125,309
2117,2
1680,2
2109,17
2041,2
1408,573
1296,24
2426,115
2030,39
1342,1
42,4
2434,1
2404,13
1365,7
2433,5
1303,3
2169,50
1407,2
878,15
1956,2
2416,2
1591,38
1230,3
2233,5
1237,2
877,6
1132,40
890,4
1629,3
460,5
1670,2
1621,29
40,1
142,2
1155,1
1156,30
2218,2
2012,6
2606,515
2126,288
2280,12
2177,141
2605,169
1284,2
1858,5
1868,4
1708,2
2118,1
1884,9
2006,15
2018,2
1606,4
1714,1
1761,2
2351,2
1817,4
2005,31
2011,8
2279,2
1867,3
1815,1
1283,1
2571,1
2587,7
1784,10
1182,19
