region,count
0,38128699
656,79
660,7
654,73
674,51
713,224
161,53
191,37
107,8
109,79
163,124
375,2
373,115
165,52
715,38
379,67
377,40
51,70
53,516
601,10
655,66
659,51
178,4
180,4
380,15
40,50
136,17
44,164
671,67
673,79
653,19
667,276
698,4
134,2
135,2
376,10
176,1
42,299
92,4
94,10
96,46
56,347
58,853
46,116
54,116
916,26
1630,1037
1632,1741
1628,1134
2086,2545
1614,1892
2030,519
1622,50
1620,30
1670,69
1668,78
1624,15
2510,27
1056,37
2136,1379
2094,132
915,47
55,129
2509,15
2135,1317
171,9
169,21
2379,14
45,32
2145,1124
43,108
1667,64
1613,1335
1629,326
1627,395
1631,396
2085,1278
2393,14
1621,177
761,4629
487,2
57,40
935,104
1669,80
2029,344
2377,2377
2,567
1110,13
2286,62
168,74
170,30
2093,286
2214,261
480,22
2398,21
2397,54
2400,23
760,288
1,508
467,203
472,478
983,1
460,3476
458,356
486,623
456,96
762,5289
2059,774
484,15
672,42
1677,620
1678,587
395,9
393,17
1089,3
2491,19
1071,22
383,2
167,1
113,17
2285,21
1055,46
16,12
2060,862
2378,2083
462,609
394,1
600,2
148,10
150,95
164,61
152,69
154,76
2146,911
156,31
198,14
194,4
100,20
196,11
112,9
759,482
1619,27
19,19
1623,41
1072,28
172,5
2380,8
98,23
374,9
114,8
485,2
1663,34
151,96
195,34
389,1
391,1
387,3
41,109
147,8
97,6
367,1
381,12
93,4
95,6
91,2
468,47
455,196
532,13
1664,88
2284,1
2488,6
676,29
910,7
899,40
1826,199
1951,2055
2242,102
2028,69
1871,2933
1975,37
1872,2466
2027,9
2015,115
1156,93
1228,71
1218,29
1238,69
1592,9
1432,151
1586,69
1564,12
1562,23
1516,9
1576,10
1480,18
1952,2277
2460,147
2459,361
1838,419
2320,233
1768,2660
1828,2680
2024,110
2023,194
1490,3
1217,24
1589,107
1201,78
1435,3
1431,158
2203,348
2235,41
1913,1077
2259,619
1911,1963
2359,1101
2255,439
2253,97
1767,3555
1779,879
1227,48
1229,45
1151,53
833,134
